sample_id,acid,conc_gL,day,T,pH
T_55_F_5_C_D4,total,1.287021742,8.75,55.0,5.0
T_55_F_5_C_D5,C2,0.180710202,13.375,55.0,5.0
T_55_F_5_C_D5,C3,0.0,13.375,55.0,5.0
T_55_F_5_C_D5,C4,0.985721362,13.375,55.0,5.0
T_55_F_5_C_D5,total,1.166431564,13.375,55.0,5.0
T_55_F_5_C_D6,C2,0.18952809,23.375,55.0,5.0
T_55_F_5_C_D6,C3,0.0,23.375,55.0,5.0
T_55_F_5_C_D6,C4,0.937231497,23.375,55.0,5.0
T_55_F_5_C_D6,total,1.126759587,23.375,55.0,5.0
T_55_F_7_A_D0,C2,0.0,0.0,55.0,7.0
T_55_F_7_A_D0,C3,0.0,0.0,55.0,7.0
T_55_F_7_A_D0,C4,0.0,0.0,55.0,7.0
T_55_F_7_A_D0,total,0.0,0.0,55.0,7.0
T_55_F_7_A_D1,C2,0.068041391,0.75,55.0,7.0
T_55_F_7_A_D1,C3,0.0,0.75,55.0,7.0
T_55_F_7_A_D1,C4,0.193682863,0.75,55.0,7.0
T_55_F_7_A_D1,total,0.261724254,0.75,55.0,7.0
T_55_F_7_A_D2,C2,1.356112989,2.666666667,55.0,7.0
T_55_F_7_A_D2,C3,0.0,2.666666667,55.0,7.0
T_55_F_7_A_D2,C4,0.646539745,2.666666667,55.0,7.0
T_55_F_7_A_D2,total,2.002652734,2.666666667,55.0,7.0
T_55_F_7_A_D3,C2,0.882755895,5.5625,55.0,7.0
T_55_F_7_A_D3,C3,0.242066077,5.5625,55.0,7.0
T_55_F_7_A_D3,C4,0.684288027,5.5625,55.0,7.0
T_55_F_7_A_D3,total,1.809109999,5.5625,55.0,7.0
T_55_F_7_A_D4,C2,0.100599693,8.75,55.0,7.0
T_55_F_7_A_D4,C3,0.0,8.75,55.0,7.0
T_55_F_7_A_D4,C4,0.0,8.75,55.0,7.0
T_55_F_7_A_D4,total,0.100599693,8.75,55.0,7.0
T_55_F_7_A_D5,C2,0.066063887,13.375,55.0,7.0
T_55_F_7_A_D5,C3,0.0,13.375,55.0,7.0
T_55_F_7_A_D5,C4,0.0,13.375,55.0,7.0
T_55_F_7_A_D5,total,0.066063887,13.375,55.0,7.0
T_55_F_7_B_D0,C2,0.0,0.0,55.0,7.0
T_55_F_7_B_D0,C3,0.0,0.0,55.0,7.0
T_55_F_7_B_D0,C4,0.0,0.0,55.0,7.0
T_55_F_7_B_D0,total,0.0,0.0,55.0,7.0
T_55_F_7_B_D1,C2,0.241399933,0.75,55.0,7.0
T_55_F_7_B_D1,C3,0.0,0.75,55.0,7.0
T_55_F_7_B_D1,C4,0.510967013,0.75,55.0,7.0
T_55_F_7_B_D1,total,0.752366946,0.75,55.0,7.0
T_55_F_7_B_D2,C2,0.714041289,2.666666667,55.0,7.0
T_55_F_7_B_D2,C3,0.0,2.666666667,55.0,7.0
T_55_F_7_B_D2,C4,0.616421386,2.666666667,55.0,7.0
T_55_F_7_B_D2,total,1.330462675,2.666666667,55.0,7.0
T_55_F_7_B_D3,C2,0.267049546,5.5625,55.0,7.0
T_55_F_7_B_D3,C3,0.079933575,5.5625,55.0,7.0
T_55_F_7_B_D3,C4,0.552834527,5.5625,55.0,7.0
T_55_F_7_B_D3,total,0.899817648,5.5625,55.0,7.0
T_55_F_7_B_D4,C2,0.186655908,8.75,55.0,7.0
T_55_F_7_B_D4,C3,0.171821723,8.75,55.0,7.0
T_55_F_7_B_D4,C4,0.137486359,8.75,55.0,7.0
T_55_F_7_B_D4,total,0.495963989,8.75,55.0,7.0
T_55_F_7_B_D5,C2,0.085760079,13.375,55.0,7.0
T_55_F_7_B_D5,C3,0.137122398,13.375,55.0,7.0
T_55_F_7_B_D5,C4,0.0,13.375,55.0,7.0
T_55_F_7_B_D5,total,0.222882476,13.375,55.0,7.0
T_55_F_7_B_D6,C2,0.081783908,23.375,55.0,7.0
T_55_F_7_B_D6,C3,0.0,23.375,55.0,7.0
T_55_F_7_B_D6,C4,0.097332441,23.375,55.0,7.0
T_55_F_7_B_D6,total,0.17911635,23.375,55.0,7.0
T_55_F_7_C_D0,C2,0.094602056,0.0,55.0,7.0
T_55_F_7_C_D0,C3,0.0,0.0,55.0,7.0
T_55_F_7_C_D0,C4,0.0,0.0,55.0,7.0
T_55_F_7_C_D0,total,0.094602056,0.0,55.0,7.0
T_55_F_7_C_D1,C2,0.452817309,0.75,55.0,7.0
T_55_F_7_C_D1,C3,0.0,0.75,55.0,7.0
T_55_F_7_C_D1,C4,0.590338823,0.75,55.0,7.0
T_55_F_7_C_D1,total,1.043156132,0.75,55.0,7.0
T_55_F_7_C_D2,C2,0.883894344,2.666666667,55.0,7.0
T_55_F_7_C_D2,C3,0.078645029,2.666666667,55.0,7.0
T_55_F_7_C_D2,C4,0.682765515,2.666666667,55.0,7.0
T_55_F_7_C_D2,total,1.645304888,2.666666667,55.0,7.0
T_55_F_7_C_D3,C2,0.196394132,5.5625,55.0,7.0
T_55_F_7_C_D3,C3,0.0,5.5625,55.0,7.0
T_55_F_7_C_D3,C4,0.561254,5.5625,55.0,7.0
T_55_F_7_C_D3,total,0.757648132,5.5625,55.0,7.0
T_55_F_7_C_D4,C2,0.655843882,8.75,55.0,7.0
T_55_F_7_C_D4,C3,0.0,8.75,55.0,7.0
T_55_F_7_C_D4,C4,0.0,8.75,55.0,7.0
T_55_F_7_C_D4,total,0.655843882,8.75,55.0,7.0
T_55_F_7_C_D5,C2,0.384296609,13.375,55.0,7.0
T_55_F_7_C_D5,C3,0.0,13.375,55.0,7.0
T_55_F_7_C_D5,C4,0.624105973,13.375,55.0,7.0
T_55_F_7_C_D5,total,1.008402582,13.375,55.0,7.0
T_55_F_7_C_D6,C2,0.343116586,23.375,55.0,7.0
T_55_F_7_C_D6,C3,0.0,23.375,55.0,7.0
T_55_F_7_C_D6,C4,0.596707023,23.375,55.0,7.0
T_55_F_7_C_D6,total,0.939823609,23.375,55.0,7.0
T_55_F_9_A_D0,C2,0.0,0.0,55.0,9.0
T_55_F_9_A_D0,C3,0.0,0.0,55.0,9.0
T_55_F_9_A_D0,C4,0.0,0.0,55.0,9.0
T_55_F_9_A_D0,total,0.0,0.0,55.0,9.0
T_55_F_9_A_D1,C2,0.323946632,0.75,55.0,9.0
T_55_F_9_A_D1,C3,0.0,0.75,55.0,9.0
T_55_F_9_A_D1,C4,0.0,0.75,55.0,9.0
T_55_F_9_A_D1,total,0.323946632,0.75,55.0,9.0
T_55_F_9_A_D2,C2,0.243937886,2.666666667,55.0,9.0
T_55_F_9_A_D2,C3,0.0,2.666666667,55.0,9.0
T_55_F_9_A_D2,C4,0.0,2.666666667,55.0,9.0
T_55_F_9_A_D2,total,0.243937886,2.666666667,55.0,9.0
T_55_F_9_A_D3,C2,0.464385583,5.5625,55.0,9.0
T_55_F_9_A_D3,C3,0.0,5.5625,55.0,9.0
T_55_F_9_A_D3,C4,0.0,5.5625,55.0,9.0
T_55_F_9_A_D3,total,0.464385583,5.5625,55.0,9.0
T_55_F_9_A_D4,C2,0.289871822,8.75,55.0,9.0
T_55_F_9_A_D4,C3,0.0,8.75,55.0,9.0
T_55_F_9_A_D4,C4,0.0,8.75,55.0,9.0
T_55_F_9_A_D4,total,0.289871822,8.75,55.0,9.0
T_55_F_9_A_D5,C2,1.373531464,13.375,55.0,9.0
T_55_F_9_A_D5,C3,0.0,13.375,55.0,9.0
T_55_F_9_A_D5,C4,0.0,13.375,55.0,9.0
T_55_F_9_A_D5,total,1.373531464,13.375,55.0,9.0
T_55_F_9_B_D0,C2,0.161489561,0.0,55.0,9.0
T_55_F_9_B_D0,C3,0.0,0.0,55.0,9.0
T_55_F_9_B_D0,C4,0.0,0.0,55.0,9.0
T_55_F_9_B_D0,total,0.161489561,0.0,55.0,9.0
T_55_F_9_B_D1,C2,0.16704637,0.75,55.0,9.0
T_55_F_9_B_D1,C3,0.0,0.75,55.0,9.0
T_55_F_9_B_D1,C4,0.120132453,0.75,55.0,9.0
T_55_F_9_B_D1,total,0.287178822,0.75,55.0,9.0
T_55_F_9_B_D2,C2,0.368362792,2.666666667,55.0,9.0
T_55_F_9_B_D2,C3,0.0,2.666666667,55.0,9.0
T_55_F_9_B_D2,C4,0.098013069,2.666666667,55.0,9.0
T_55_F_9_B_D2,total,0.46637586,2.666666667,55.0,9.0
T_55_F_9_B_D3,C2,0.829625641,5.5625,55.0,9.0
T_55_F_9_B_D3,C3,0.0,5.5625,55.0,9.0
T_55_F_9_B_D3,C4,0.09526062,5.5625,55.0,9.0
T_55_F_9_B_D3,total,0.924886261,5.5625,55.0,9.0
T_55_F_9_B_D4,C2,0.494802962,8.75,55.0,9.0
T_55_F_9_B_D4,C3,0.0,8.75,55.0,9.0
T_55_F_9_B_D4,C4,0.150324148,8.75,55.0,9.0
T_55_F_9_B_D4,total,0.645127111,8.75,55.0,9.0
T_55_F_9_B_D5,C2,0.546871106,13.375,55.0,9.0
T_55_F_9_B_D5,C3,0.0,13.375,55.0,9.0
T_55_F_9_B_D5,C4,0.0,13.375,55.0,9.0
T_55_F_9_B_D5,total,0.546871106,13.375,55.0,9.0
T_55_F_9_B_D6,C2,0.635931408,23.375,55.0,9.0
T_55_F_9_B_D6,C3,0.0,23.375,55.0,9.0
T_55_F_9_B_D6,C4,0.0,23.375,55.0,9.0
T_55_F_9_B_D6,total,0.635931408,23.375,55.0,9.0
T_55_F_9_C_D0,C2,0.238995881,0.0,55.0,9.0
T_55_F_9_C_D0,C3,0.0,0.0,55.0,9.0
T_55_F_9_C_D0,C4,0.0,0.0,55.0,9.0
T_55_F_9_C_D0,total,0.238995881,0.0,55.0,9.0
T_55_F_9_C_D1,C2,0.492896977,0.75,55.0,9.0
T_55_F_9_C_D1,C3,0.0,0.75,55.0,9.0
T_55_F_9_C_D1,C4,0.0,0.75,55.0,9.0
T_55_F_9_C_D1,total,0.492896977,0.75,55.0,9.0
T_55_F_9_C_D2,C2,0.56419784,2.666666667,55.0,9.0
T_55_F_9_C_D2,C3,0.0,2.666666667,55.0,9.0
T_55_F_9_C_D2,C4,0.0,2.666666667,55.0,9.0
T_55_F_9_C_D2,total,0.56419784,2.666666667,55.0,9.0
T_55_F_9_C_D3,C2,0.557961246,5.5625,55.0,9.0
T_55_F_9_C_D3,C3,0.0,5.5625,55.0,9.0
T_55_F_9_C_D3,C4,0.0,5.5625,55.0,9.0
T_55_F_9_C_D3,total,0.557961246,5.5625,55.0,9.0
T_55_F_9_C_D4,C2,0.832126846,8.75,55.0,9.0
T_55_F_9_C_D4,C3,0.0,8.75,55.0,9.0
T_55_F_9_C_D4,C4,0.0,8.75,55.0,9.0
T_55_F_9_C_D4,total,0.832126846,8.75,55.0,9.0
T_55_F_9_C_D5,C2,0.837361717,13.375,55.0,9.0
T_55_F_9_C_D5,C3,0.0,13.375,55.0,9.0
T_55_F_9_C_D5,C4,0.0,13.375,55.0,9.0
T_55_F_9_C_D5,total,0.837361717,13.375,55.0,9.0
T_55_F_9_C_D6,C2,0.704173908,23.375,55.0,9.0
T_55_F_9_C_D6,C3,0.0,23.375,55.0,9.0
T_55_F_9_C_D6,C4,0.0,23.375,55.0,9.0
T_55_F_9_C_D6,total,0.704173908,23.375,55.0,9.0
T_55_M_5_A_D0,C2,0.0,0.0,55.0,5.0
T_55_M_5_A_D0,C3,0.0,0.0,55.0,5.0
T_55_M_5_A_D0,C4,0.0,0.0,55.0,5.0
T_55_M_5_A_D0,total,0.0,0.0,55.0,5.0
T_55_M_5_A_D2,C2,0.098996574,3.541666667,55.0,5.0
T_55_M_5_A_D2,C3,0.0,3.541666667,55.0,5.0
T_55_M_5_A_D2,C4,0.0,3.541666667,55.0,5.0
T_55_M_5_A_D2,total,0.098996574,3.541666667,55.0,5.0
T_55_M_5_B_D0,C2,0.18598286,0.0,55.0,5.0
T_55_M_5_B_D0,C3,0.0,0.0,55.0,5.0
T_55_M_5_B_D0,C4,0.0,0.0,55.0,5.0
T_55_M_5_B_D0,total,0.18598286,0.0,55.0,5.0
T_55_M_5_B_D1,C2,0.143407138,1.5,55.0,5.0
T_55_M_5_B_D1,C3,0.0,1.5,55.0,5.0
T_55_M_5_B_D1,C4,0.0,1.5,55.0,5.0
T_55_M_5_B_D1,total,0.143407138,1.5,55.0,5.0
T_55_M_5_B_D2,C2,0.257258938,3.541666667,55.0,5.0
T_55_M_5_B_D2,C3,0.0,3.541666667,55.0,5.0
T_55_M_5_B_D2,C4,0.130338784,3.541666667,55.0,5.0
T_55_M_5_B_D2,total,0.387597722,3.541666667,55.0,5.0
T_55_M_5_B_D3,C2,0.255697678,6.416666667,55.0,5.0
T_55_M_5_B_D3,C3,0.0,6.416666667,55.0,5.0
T_55_M_5_B_D3,C4,0.158801553,6.416666667,55.0,5.0
T_55_M_5_B_D3,total,0.414499231,6.416666667,55.0,5.0
T_55_M_5_B_D4,C2,0.139297792,10.5,55.0,5.0
T_55_M_5_B_D4,C3,0.0,10.5,55.0,5.0
T_55_M_5_B_D4,C4,0.0,10.5,55.0,5.0
T_55_M_5_B_D4,total,0.139297792,10.5,55.0,5.0
T_55_M_5_B_D5,C2,0.308917905,14.5,55.0,5.0
T_55_M_5_B_D5,C3,0.125643865,14.5,55.0,5.0
T_55_M_5_B_D5,C4,0.114406777,14.5,55.0,5.0
T_55_M_5_B_D5,total,0.548968547,14.5,55.0,5.0
T_55_M_5_C_D0,C2,0.065643217,0.0,55.0,5.0
T_55_M_5_C_D0,C3,0.0,0.0,55.0,5.0
T_55_M_5_C_D0,C4,0.0,0.0,55.0,5.0
T_55_M_5_C_D0,total,0.065643217,0.0,55.0,5.0
T_55_M_5_C_D2,C2,0.153830645,3.541666667,55.0,5.0
T_55_M_5_C_D2,C3,0.0,3.541666667,55.0,5.0
T_55_M_5_C_D2,C4,0.0,3.541666667,55.0,5.0
T_55_M_5_C_D2,total,0.153830645,3.541666667,55.0,5.0
T_55_M_5_C_D3,C2,0.254029149,6.416666667,55.0,5.0
T_55_M_5_C_D3,C3,0.0,6.416666667,55.0,5.0
T_55_M_5_C_D3,C4,0.0,6.416666667,55.0,5.0
T_55_M_5_C_D3,total,0.254029149,6.416666667,55.0,5.0
T_55_M_5_C_D4,C2,0.14087039,10.5,55.0,5.0
T_55_M_5_C_D4,C3,0.0,10.5,55.0,5.0
T_55_M_5_C_D4,C4,0.0,10.5,55.0,5.0
T_55_M_5_C_D4,total,0.14087039,10.5,55.0,5.0
T_55_M_5_C_D5,C2,0.293020303,14.5,55.0,5.0
T_55_M_5_C_D5,C3,0.0,14.5,55.0,5.0
T_55_M_5_C_D5,C4,0.0,14.5,55.0,5.0
T_55_M_5_C_D5,total,0.293020303,14.5,55.0,5.0
T_55_M_7_A_D0,C2,0.266554133,0.0,55.0,7.0
T_55_M_7_A_D0,C3,0.0,0.0,55.0,7.0
T_55_M_7_A_D0,C4,0.0,0.0,55.0,7.0
T_55_M_7_A_D0,total,0.266554133,0.0,55.0,7.0
T_55_M_7_A_D1,C2,0.533645462,1.5,55.0,7.0
T_55_M_7_A_D1,C3,0.106791879,1.5,55.0,7.0
T_55_M_7_A_D1,C4,0.0,1.5,55.0,7.0
T_55_M_7_A_D1,total,0.640437341,1.5,55.0,7.0
T_55_M_7_A_D5,C2,0.0,14.5,55.0,7.0
T_55_M_7_A_D5,C3,0.0,14.5,55.0,7.0
T_55_M_7_A_D5,C4,0.0,14.5,55.0,7.0
T_55_M_7_A_D5,total,0.0,14.5,55.0,7.0
T_55_M_7_B_D0,C2,0.117526964,0.0,55.0,7.0
T_55_M_7_B_D0,C3,0.0,0.0,55.0,7.0
T_55_M_7_B_D0,C4,0.0,0.0,55.0,7.0
T_55_M_7_B_D0,total,0.117526964,0.0,55.0,7.0
T_55_M_7_B_D1,C2,0.422534601,1.5,55.0,7.0
T_55_M_7_B_D1,C3,0.0,1.5,55.0,7.0
T_55_M_7_B_D1,C4,0.0,1.5,55.0,7.0
T_55_M_7_B_D1,total,0.422534601,1.5,55.0,7.0
T_55_M_7_B_D2,C2,0.091409231,3.541666667,55.0,7.0
T_55_M_7_B_D2,C3,0.0,3.541666667,55.0,7.0
T_55_M_7_B_D2,C4,0.0,3.541666667,55.0,7.0
T_55_M_7_B_D2,total,0.091409231,3.541666667,55.0,7.0
T_55_M_7_B_D4,C2,0.0,10.5,55.0,7.0
T_55_M_7_B_D4,C3,0.0,10.5,55.0,7.0
T_55_M_7_B_D4,C4,0.0,10.5,55.0,7.0
T_55_M_7_B_D4,total,0.0,10.5,55.0,7.0
T_55_M_7_B_D5,C2,0.08099876,14.5,55.0,7.0
T_55_M_7_B_D5,C3,0.0,14.5,55.0,7.0
T_55_M_7_B_D5,C4,0.0,14.5,55.0,7.0
T_55_M_7_B_D5,total,0.08099876,14.5,55.0,7.0
T_55_M_7_C_D1,C2,1.049768138,1.5,55.0,7.0
T_55_M_7_C_D1,C3,0.0,1.5,55.0,7.0
T_55_M_7_C_D1,C4,0.0,1.5,55.0,7.0
T_55_M_7_C_D1,total,1.049768138,1.5,55.0,7.0
T_55_M_7_C_D3,C2,0.083486527,6.416666667,55.0,7.0
T_55_M_7_C_D3,C3,0.0,6.416666667,55.0,7.0
T_55_M_7_C_D3,C4,0.0,6.416666667,55.0,7.0
T_55_M_7_C_D3,total,0.083486527,6.416666667,55.0,7.0
T_55_M_9_A_D1,C2,0.252315394,1.5,55.0,9.0
T_55_M_9_A_D1,C3,0.0,1.5,55.0,9.0
T_55_M_9_A_D1,C4,0.0,1.5,55.0,9.0
T_55_M_9_A_D1,total,0.252315394,1.5,55.0,9.0
T_55_M_9_A_D2,C2,0.196663121,3.541666667,55.0,9.0
T_55_M_9_A_D2,C3,0.0,3.541666667,55.0,9.0
T_55_M_9_A_D2,C4,0.0,3.541666667,55.0,9.0
T_55_M_9_A_D2,total,0.196663121,3.541666667,55.0,9.0
T_55_M_9_A_D3,C2,0.593055615,6.416666667,55.0,9.0
T_55_M_9_A_D3,C3,0.0,6.416666667,55.0,9.0
T_55_M_9_A_D3,C4,0.0,6.416666667,55.0,9.0
T_55_M_9_A_D3,total,0.593055615,6.416666667,55.0,9.0
T_55_M_9_A_D4,C2,0.686463904,10.5,55.0,9.0
T_55_M_9_A_D4,C3,0.0,10.5,55.0,9.0
T_55_M_9_A_D4,C4,0.0,10.5,55.0,9.0
T_55_M_9_A_D4,total,0.686463904,10.5,55.0,9.0
T_55_M_9_A_D5,C2,0.964808282,14.5,55.0,9.0
T_55_M_9_A_D5,C3,0.0,14.5,55.0,9.0
T_55_M_9_A_D5,C4,0.0,14.5,55.0,9.0
T_55_M_9_A_D5,total,0.964808282,14.5,55.0,9.0
T_55_M_9_B_D0,C2,0.092809164,0.0,55.0,9.0
T_55_M_9_B_D0,C3,0.0,0.0,55.0,9.0
T_55_M_9_B_D0,C4,0.0,0.0,55.0,9.0
T_55_M_9_B_D0,total,0.092809164,0.0,55.0,9.0
T_55_M_9_B_D1,C2,0.163122038,1.5,55.0,9.0
T_55_M_9_B_D1,C3,0.0,1.5,55.0,9.0
T_55_M_9_B_D1,C4,0.0,1.5,55.0,9.0
T_55_M_9_B_D1,total,0.163122038,1.5,55.0,9.0
T_55_M_9_B_D2,C2,0.20134686,3.541666667,55.0,9.0
T_55_M_9_B_D2,C3,0.0,3.541666667,55.0,9.0
T_55_M_9_B_D2,C4,0.0,3.541666667,55.0,9.0
T_55_M_9_B_D2,total,0.20134686,3.541666667,55.0,9.0
T_55_M_9_B_D3,C2,0.476645287,6.416666667,55.0,9.0
T_55_M_9_B_D3,C3,0.0,6.416666667,55.0,9.0
T_55_M_9_B_D3,C4,0.0,6.416666667,55.0,9.0
T_55_M_9_B_D3,total,0.476645287,6.416666667,55.0,9.0
T_55_M_9_B_D4,C2,0.419501512,10.5,55.0,9.0
T_55_M_9_B_D4,C3,0.0,10.5,55.0,9.0
T_55_M_9_B_D4,C4,0.176167435,10.5,55.0,9.0
T_55_M_9_B_D4,total,0.595668947,10.5,55.0,9.0
T_55_M_9_B_D5,C2,0.791328963,14.5,55.0,9.0
T_55_M_9_B_D5,C3,0.0,14.5,55.0,9.0
T_55_M_9_B_D5,C4,0.0,14.5,55.0,9.0
T_55_M_9_B_D5,total,0.791328963,14.5,55.0,9.0
T_55_M_9_C_D0,C2,0.203473977,0.0,55.0,9.0
T_55_M_9_C_D0,C3,0.0,0.0,55.0,9.0
T_55_M_9_C_D0,C4,0.0,0.0,55.0,9.0
T_55_M_9_C_D0,total,0.203473977,0.0,55.0,9.0
T_55_M_9_C_D1,C2,0.254472867,1.5,55.0,9.0
T_55_M_9_C_D1,C3,0.0,1.5,55.0,9.0
T_55_M_9_C_D1,C4,0.0,1.5,55.0,9.0
T_55_M_9_C_D1,total,0.254472867,1.5,55.0,9.0
T_55_M_9_C_D2,C2,0.495403238,3.541666667,55.0,9.0
T_55_M_9_C_D2,C3,0.0,3.541666667,55.0,9.0
T_55_M_9_C_D2,C4,0.0,3.541666667,55.0,9.0
T_55_M_9_C_D2,total,0.495403238,3.541666667,55.0,9.0
T_55_M_9_C_D3,C2,0.895833716,6.416666667,55.0,9.0
T_55_M_9_C_D3,C3,0.0,6.416666667,55.0,9.0
T_55_M_9_C_D3,C4,0.0,6.416666667,55.0,9.0
T_55_M_9_C_D3,total,0.895833716,6.416666667,55.0,9.0
T_55_M_9_C_D4,C2,0.71662397,10.5,55.0,9.0
T_55_M_9_C_D4,C3,0.0,10.5,55.0,9.0
T_55_M_9_C_D4,C4,0.0,10.5,55.0,9.0
T_55_M_9_C_D4,total,0.71662397,10.5,55.0,9.0
T_55_M_9_C_D5,C2,0.81557171,14.5,55.0,9.0
T_55_M_9_C_D5,C3,0.0,14.5,55.0,9.0
T_55_M_9_C_D5,C4,0.0,14.5,55.0,9.0
T_55_M_9_C_D5,total,0.81557171,14.5,55.0,9.0
